region,prefecture,commune,canton,nom,lat,lon,type_service
Savanes,Tandjoaré,Tandjoaré 2,Nano,COOPEC SIFA de Nano,10.70582,0.10843,microfinance
Savanes,Tandjoaré,Tandjoaré 2,Doukpergou,CMECS Sikbaog,10.63894,0.08356,microfinance
Savanes,Tandjoaré,Tandjoaré 2,Nano,COOPEC Nataan Agence de Nano,10.70139,0.11325,microfinance
Savanes,Tandjoaré,Tandjoaré 2,Nano,Amis Financer des Pauvres,10.70231,0.11068,microfinance
Savanes,Oti,Oti 1,Mango,COOPEC Lumiere Mango,10.3516,0.46892,microfinance
Savanes,Cinkassé,Cinkassé 1,Cinkassé,CEMEC Cinkanssé,11.09668,0.02933,microfinance
Savanes,Tône,Tône 3,Lotogou,La Caisse Mutuelle d'epargne et de Credit de LoTogou,10.7983,0.02503,microfinance
Savanes,Cinkassé,Cinkassé 1,Cinkassé,V.I.Z.A- Togo,11.09612,0.02525,microfinance
Savanes,Cinkassé,Cinkassé 1,Cinkassé,COOPEC Lando,11.09718,0.02115,microfinance
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 1,Naki-Est,COOPEC SIFA de Naki Est Centre,10.72989,0.38463,microfinance
Savanes,Oti,Oti 2,Barkoissi,FUCEC Togo Barkoissi,10.55806,0.30194,microfinance
Savanes,Oti,Oti 1,Mango,COOPEC SIFA Mango,10.34806,0.4693,microfinance
Savanes,Oti,Oti 2,Barkoissi,COOPEC SIFA Barkoissi ,10.55707,0.30549,microfinance
Savanes,Oti,Oti 2,Barkoissi,U-CMECS Lantodim,10.5556,0.30326,microfinance
Savanes,Kpendjal-Ouest,Kpendjal-Ouest 2,Papri,U-CMECS (union des Caisses Mutuelles D'epargne et de Crédit des Savanes),10.95397,0.4358,microfinance
Savanes,Cinkassé,Cinkassé 2,Timbou,V.I.Z.A- Togo Natinga,11.03596,0.11642,microfinance
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,UMECTO Bombouaka,10.70013,0.2081,microfinance
Savanes,Tandjoaré,Tandjoaré 1,Tamongue,U-CMECS Tamou,10.59632,0.17473,microfinance
Savanes,Tône,Tône 1,Dapaong,Microfinance U-CMECS,10.87544,0.19678,microfinance
Savanes,Tône,Tône 1,Dapaong,Incha Allah Finance,10.8702,0.19866,microfinance
Savanes,Tône,Tône 1,Dapaong,Microfinance AFP,10.86974,0.20156,microfinance
Savanes,Tône,Tône 1,Dapaong,Direction COOPEC- SIFA,10.86534,0.19992,microfinance
Savanes,Tône,Tône 1,Dapaong,UMECTO Napiengue,10.86282,0.20346,microfinance
Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,U-CMECS Sagbiebou,10.24595,0.64511,microfinance
Savanes,Oti-Sud,Oti-Sud 1,Gando,FUCEC Togo -Togo (COOPEC Lumière Agence Kando ),10.33152,0.74503,microfinance
Savanes,Oti-Sud,Oti-Sud 1,Gando,COOPEC SIFA Gando Centre,10.33392,0.74838,microfinance
Savanes,Tône,Tône 1,Dapaong,FUCEC Togo  COOPEC Lando,10.88203,0.19356,microfinance
Savanes,Tône,Tône 1,Dapaong,COOPEC AD Dapaong,10.86757,0.20621,microfinance
Savanes,Tône,Tône 1,Dapaong,CECAV Dapaong,10.86211,0.20455,microfinance
Savanes,Oti,Oti 1,Mango,Transfert d'argent Al-izza,10.3542,0.47042,microfinance
Savanes,Oti-Sud,Oti-Sud 2,Takpamba,COOPEC SIFA Takpamba,9.97087,0.57885,microfinance
Plateaux,Kloto,Kloto 1,Agome-Kpalime,FUCEC Kpalime,6.91448,0.63341,microfinance
Maritime,Lacs,Lacs 3,Agbodrafo,Agence de la poste Agbodrafo,6.20784,1.47786,poste
Maritime,Lacs,Lacs 2,Aklakou,Agence de la poste Aklakou,6.33526,1.70979,poste
Maritime,Lacs,Lacs 4,Anfoin,Agence de la poste Anfoin,6.32866,1.60695,poste
Centrale,Mô,Mô 1,Djarkpanga,Agence de la poste Djarkpanga,8.78292,0.56408,poste
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Agence de la poste Sokode,8.98508,1.14036,poste
Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Agence de la poste Sokodé Kpangalam,9.00962,1.13625,poste
Centrale,Tchamba,Tchamba 2,Koussountou,Agence de la poste Koussountou,8.83733,1.51708,poste
Centrale,Tchamba,Tchamba 3,Kaboli,Agence de la poste Kaboli,8.74815,1.59601,poste
Centrale,Sotouboua,Sotouboua 1,Sotouboua,Agence de la poste Sotouboua,8.5644,0.97761,poste
Centrale,Tchamba,Tchamba 1,Tchamba,Agence de la poste Tchamba,9.02054,1.41778,poste
Centrale,Sotouboua,Sotouboua 2,Adjengré,Agence de la poste Adjengre,8.6593,1.01907,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agence de la poste Atchanvé,6.22613,1.21259,poste
Centrale,Blitta,Blitta 1,Blitta,Agence de la poste Blitta,8.32461,0.97827,poste
Centrale,Blitta,Blitta 1,Pagala-Gare,Agence de la poste Pagala Gare,8.18388,0.965,poste
Centrale,Blitta,Blitta 2,Agbandi,Point Poste Agbandi,8.227,1.13457,poste
Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Point Poste Aleheride,9.20685,1.20108,poste
Maritime,Golfe,Golfe 6,Baguida,Agence de la poste Baguida,6.16837,1.32606,poste
Maritime,Golfe,Golfe 6,Baguida,Franchise Postale Avepozo,6.1693,1.34471,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Franchise Postale Adetikope,6.31763,1.21686,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agence de la poste Agbalepedogan,6.19845,1.20111,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Agence de la poste Télessou,6.219,1.16866,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Franchise Postale Zossime,6.23329,1.14911,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agence de la poste Agoe Assiyeye,6.23097,1.19859,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Agence de la poste Agoe Zongo,6.25382,1.20935,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Franchise Postale D'Agoe Adjougba,6.23196,1.22229,poste
Maritime,Golfe,Golfe 5,Aflao-Gakli,Agence de la poste Adidogomé,6.18025,1.17217,poste
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Agence de la poste Apédokoè,6.20402,1.14417,poste
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Franchise Postale Segbe,6.19371,1.11928,poste
Maritime,Golfe,Golfe 5,Aflao-Gakli,Agence de la poste Avedji,6.19997,1.18183,poste
Maritime,Golfe,Golfe 5,Aflao-Gakli,Franchise Postale Amadahome,6.20442,1.16492,poste
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence de la poste Atikoume,6.16935,1.20322,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Franchise Postale Sanguera,6.22777,1.11715,poste
Maritime,Golfe,Golfe 2,Bè-Centre,Agence de la poste Aeroport,6.16822,1.25157,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Franchise Postale Legbassito,6.26727,1.14957,poste
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence de la poste Gbonvie,6.15228,1.22088,poste
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence de la poste Wuiti,6.16452,1.2339,poste
Maritime,Golfe,Golfe 4,Amoutivé,Agence de la poste Nyekonakpoe,6.12738,1.20902,poste
Maritime,Golfe,Golfe 2,Bè-Centre,Agence de la poste Hedzranawoe,6.1818,1.24048,poste
Maritime,Golfe,Golfe 1,Bè-Est,Agence de la poste EMS,6.14098,1.24571,poste
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence de la poste Kegue,6.20119,1.24055,poste
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence de la poste Tokoin Seminaire,6.14847,1.20888,poste
Maritime,Golfe,Golfe 4,Amoutivé,Agence de la poste Centrale de Lome,6.13385,1.22351,poste
Maritime,Golfe,Golfe 3,Bè-Ouest,Agence de la poste Doumassesse,6.16312,1.21564,poste
Kara,Kéran,Kéran 1,Kantè,Agence de la poste Kante,9.95967,1.04716,poste
Kara,Assoli,Assoli 1,Bafilo,Agence de la poste Bafilo,9.35674,1.24272,poste
Kara,Binah,Binah 1,Pagouda,Agence de la poste Pagouda,9.7504,1.32545,poste
Kara,Binah,Binah 2,Kétao,Agence de la poste Ketao,9.65886,1.30833,poste
Kara,Dankpen,Dankpen 1,Guérin-Kouka,Agence de la poste Guérin Kouka,9.68508,0.60878,poste
Kara,Kozah,Kozah 1,Commune De Kara,Agence de la poste Cofac Kara,9.54813,1.19492,poste
Kara,Kozah,Kozah 2,Pya,Agence de la poste Pya,9.65308,1.1445,poste
Kara,Kozah,Kozah 1,Commune De Kara,Agence de la poste Kara,9.54995,1.18967,poste
Kara,Bassar,Bassar 1,Bassar,Agence de la poste Bassar,9.26213,0.77955,poste
Kara,Bassar,Bassar 3,Kabou,Agence de la poste Kabou,9.45433,0.81145,poste
Kara,Doufelgou,Doufelgou 1,Niamtougou,Agence de la poste Niamtougou,9.76592,1.10858,poste
Kara,Dankpen,Dankpen 3,Bapuré,Point Poste Bapuré,9.525,0.61571,poste
Kara,Doufelgou,Doufelgou 1,Siou,Point Poste Siou,9.82084,1.20145,poste
Kara,Kozah,Kozah 4,Atchangbadè,Point Poste Atchangbade,9.47943,1.13219,poste
Kara,Bassar,Bassar 2,Bangeli,Point Poste Bangeli,9.42206,0.62457,poste
Kara,Kozah,Kozah 2,Kouméa,Point Poste Koumea,9.69405,1.17688,poste
Maritime,Yoto,Yoto 1,Tabligbo,Agence de la poste Tabligbo ,6.58839,1.50036,poste
Maritime,Zio,Zio 1,Djagblé,Franchise Postale Djagble,6.25077,1.28114,poste
Maritime,Zio,Zio 3,Agbélouvé,Agence de la poste Agbelouve,6.67163,1.16777,poste
Maritime,Avé,Avé 1,Kévé,Agence de la poste Keve,6.43539,0.92421,poste
Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Agence de la poste Afagnan Gbleta,6.49693,1.61843,poste
Maritime,Lacs,Lacs 1,Aného,Agence de la poste Aneho,6.2281,1.59747,poste
Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Agence de la poste Tohoun,7.02393,1.61684,poste
Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Agence de la poste Elavagnon,7.95935,1.28569,poste
Plateaux,Wawa,Wawa 1,Badou,Agence de la poste Badou,7.5856,0.60844,poste
Plateaux,Amou,Amou 3,Hihéatro,Agence de la poste Hiheatro,7.53425,1.10399,poste
Plateaux,Ogou,Ogou 3,Gléi,Agence de la poste Gléi,7.30564,1.16258,poste
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Agence de la poste Kpalime ,6.90792,0.63176,poste
Plateaux,Akébou,Akébou 1,Kougnohou,Agence de la poste Kougnohou,7.65637,0.78755,poste
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Agence de la poste Kpele Adeta,7.12822,0.73169,poste
Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Agence de la poste Kpele Ele,7.27788,0.80134,poste
Plateaux,Ogou,Ogou 1,Djama,Agence de la poste Agbonou,7.52439,1.14849,poste
Savanes,Oti-Sud,Oti-Sud 1,Gando,Point Poste Gando,10.32691,0.74253,poste
Plateaux,Anié,Anié 1,Anié,Agence de la poste Anie,7.75807,1.19142,poste
Plateaux,Amou,Amou 2,Amou-Oblo,Franchise Postale Amou Oblo,7.38417,0.86581,poste
Plateaux,Haho,Haho 1,Notsé,Agence de la poste Notse,6.94988,1.17359,poste
Plateaux,Haho,Haho 2,Asrama,Point Poste Asrama,7.00451,1.40477,poste
Plateaux,Agou,Agou 1,Agou-Tavié,Agence de la poste Agou,6.84405,0.71635,poste
Savanes,Tône,Tône 1,Dapaong,Agence de la poste Dapaong,10.86291,0.20313,poste
Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,Agence de la poste Bombouaka,10.69958,0.20756,poste
Plateaux,Ogou,Ogou 1,Djama,Agence de la poste Atakpame (plateaux),7.53256,1.12463,poste
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Agence de la poste Cinkassé,11.11093,0.01247,poste
Savanes,Oti,Oti 2,Barkoissi,Agence de la poste Barkoissi,10.55774,0.30571,poste
Savanes,Kpendjal,Kpendjal 1,Mandouri,Agence de la poste Mandouri,10.84623,0.81677,poste
Savanes,Oti,Oti 1,Mango,Agence de la poste Mango,10.3573,0.47198,poste
Maritime,Golfe,Golfe 1,Bè-Est,Agence de la poste Adakpame,6.17024,1.2895,poste
Maritime,Zio,Zio 1,Tsévié,Agence de la poste de Tsevié,6.42397,1.21,poste
Maritime,Vo,Vo 4,Hahotoé,Agence de la poste Hahotoé,6.36141,1.40901,poste
Maritime,Vo,Vo 1,Vogan,Agence de la poste de vogan,6.33505,1.52952,poste
Maritime,Yoto,Yoto 2,Ahépé,Agence de poste Ahépé,6.60725,1.3965,poste
Plateaux,Amou,Amou 1,Amlamé (Ouma),Agence postale Amlame,7.45831,0.90224,poste
Plateaux,Danyi,Danyi 1,Danyi-Atigba,Agence de la poste Danyi Apeyeme,7.19915,0.69147,poste
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Utb D Adidoadin,6.20639,1.18966,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agence Utb Agoe Nyive,6.21797,1.2085,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,6.25599,1.16867,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Bank Of Africa,6.21742,1.20832,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,6.20197,1.20794,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,6.23446,1.19527,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,6.19833,1.20048,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,6.21713,1.2094,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Nsp,6.21743,1.18794,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Nsp,6.21623,1.17142,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Orabank Agence Terminal Du Sahel,6.26892,1.21007,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Ib Bank Agence De Zongo,6.26082,1.20772,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,Dab Zopomahé,6.23323,1.14533,distributeur
Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Nsp,6.32385,1.21783,distributeur
Maritime,Avé,Avé 1,Assahoun,Orabank,6.45484,0.91024,distributeur
Maritime,Avé,Avé 1,Assahoun,Utb Assahoun,6.45636,0.90961,distributeur
Maritime,Vo,Vo 1,Vogan,Bank Utb,6.34056,1.52355,distributeur
Maritime,Vo,Vo 1,Vogan,Sunu Bank,6.3355,1.52897,distributeur
Maritime,Vo,Vo 1,Vogan,Nsp,6.33735,1.52666,distributeur
Maritime,Yoto,Yoto 1,Tabligbo,Banque Atlantique,6.58045,1.5107,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Banque Atlantique,6.12887,1.22178,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Ecobank,6.14651,1.21916,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Utb Kwadjoviakope,6.11371,1.19975,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Agence Utb Boulevard Est,6.13118,1.23665,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Agence Utb Media Plus,6.13668,1.22716,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Utb,6.12668,1.21001,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Ecobank,6.12921,1.22151,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Corisbank Atikoumé,6.16552,1.20252,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Nsia Banque,6.12372,1.22428,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Utb D Adawlato,6.12469,1.22455,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Btci,6.12596,1.2252,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Ecobank,6.12388,1.22611,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Ecobank,6.13695,1.22582,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Nsp,6.13671,1.21125,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Nsp,6.14161,1.20783,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Bsic-togo Sa,6.13548,1.23046,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Nsp,6.13062,1.21227,distributeur
Maritime,Golfe,Golfe 4,Amoutivé,Nsp,6.13821,1.22912,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Btci Agbalepedo,6.19762,1.20051,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Ecobank Adidogome,6.1969,1.15261,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Utb Adidogome,6.17393,1.18448,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsia Banque Adidogomé,6.17329,1.18597,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Utb Totsi,6.19655,1.18758,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Corisbank,6.19797,1.15136,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Ecobank Adidogomé Amenopé,6.19679,1.15261,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,6.17068,1.19291,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Total Adidogome,6.18452,1.16754,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,6.19895,1.18007,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,6.20516,1.19003,distributeur
Maritime,Golfe,Golfe 5,Aflao-Gakli,Nsp,6.19346,1.18992,distributeur
Maritime,Golfe,Golfe 6,Baguida,BANQUE ATLANTIQUE,6.16125,1.31585,distributeur
Maritime,Golfe,Golfe 6,Baguida,Bia Togo,6.16118,1.31566,distributeur
Maritime,Golfe,Golfe 6,Baguida,Bank Of Africa,6.16255,1.3206,distributeur
Maritime,Golfe,Golfe 6,Baguida,Btci Baguida,6.16754,1.33821,distributeur
Maritime,Golfe,Golfe 6,Baguida,Nsia Baguida,6.16653,1.33485,distributeur
Maritime,Golfe,Golfe 6,Baguida,Coris Bank,6.16837,1.34097,distributeur
Maritime,Golfe,Golfe 6,Baguida,Orabank Baguida,6.16467,1.32855,distributeur
Maritime,Golfe,Golfe 6,Baguida,Ecobank,6.16434,1.32698,distributeur
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Btci Adidogome Assiyeye,6.20114,1.1474,distributeur
Maritime,Golfe,Golfe 7,Aflao-Sagbado,Bia Togo Avenou,6.18104,1.16471,distributeur
Maritime,Yoto,Yoto 2,Ahépé,Nsp,6.60711,1.39647,distributeur
Maritime,Yoto,Yoto 3,Tokpli,Nsp,6.62579,1.56732,distributeur
Maritime,Zio,Zio 1,Tsévié,Orabank,6.43426,1.21182,distributeur
Maritime,Zio,Zio 1,Tsévié,Sunu Bank Tsevie,6.41715,1.21166,distributeur
Maritime,Zio,Zio 1,Tsévié,Utb Tsevie,6.42352,1.21286,distributeur
Maritime,Zio,Zio 1,Tsévié,Nsp,6.42988,1.21277,distributeur
Plateaux,Anié,Anié 1,Anié,Nsp,7.75875,1.19302,distributeur
Plateaux,Anié,Anié 1,Anié,Nsp,7.76487,1.19278,distributeur
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Ib Bank Togo,6.92142,0.63433,distributeur
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Orabank,6.90098,0.63004,distributeur
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Utb Kpalime,6.90671,0.63294,distributeur
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Sunu Bank Kpalime,6.91253,0.63238,distributeur
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Ecobank Kpalime,6.90699,0.63233,distributeur
Plateaux,Kloto,Kloto 1,Agome-Kpalime,Bsic Togo Kpalime,6.90726,0.63224,distributeur
Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Nsp,7.12094,0.73167,distributeur
Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Nsp,7.02259,1.60509,distributeur
Plateaux,Ogou,Ogou 1,Djama,Banque Internationale D'afrique,7.53313,1.12187,distributeur
Plateaux,Ogou,Ogou 1,Djama,Nsp,7.50749,1.15359,distributeur
Plateaux,Ogou,Ogou 1,Gnagna,Banque Atlantique,7.53192,1.1221,distributeur
Plateaux,Ogou,Ogou 1,Gnagna,Ecobank,7.53168,1.12281,distributeur
Plateaux,Ogou,Ogou 1,Gnagna,Bank Of Africa,7.5191,1.14117,distributeur
Plateaux,Ogou,Ogou 1,Gnagna,Nsp,7.532,1.12233,distributeur
Plateaux,Wawa,Wawa 1,Badou,Orabank,7.585,0.60654,distributeur
Centrale,Blitta,Blitta 1,Blitta,Union Des Banques Du Togo,8.33113,0.98632,distributeur
Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sunu Bank De Sotouboua,8.56461,0.97893,distributeur
Centrale,Sotouboua,Sotouboua 1,Sotouboua,Orabank De Sotouboua,8.56084,0.9752,distributeur
Centrale,Sotouboua,Sotouboua 1,Sotouboua,Utb De Sotouboua,8.56123,0.97617,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Ecobank Sokode,8.98841,1.13936,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Sunu Bank Sokode,8.97382,1.13619,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Btci Sokode,8.98873,1.13888,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bank Of Africa,8.98787,1.13966,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Orabank Sokode,8.98769,1.1352,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bsic,8.99047,1.13806,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque Atlantique Sokode,8.98759,1.13975,distributeur
Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),La Poste De Sokode,8.985,1.14033,distributeur
Kara,Assoli,Assoli 1,Bafilo,Nsp,9.35677,1.24285,distributeur
Kara,Bassar,Bassar 1,Bassar,Nsp,9.25705,0.78518,distributeur
Kara,Bassar,Bassar 3,Kabou,Btci,9.45631,0.81317,distributeur
Kara,Binah,Binah 2,Kétao,Guichet Automatique Orabanque,9.66003,1.3052,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Nsp,9.54927,1.18976,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Banque Bsic,9.54807,1.19227,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Utb Kara,9.5574,1.1839,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Banque Atlantique,9.55037,1.1891,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Agence Ecobank Kara,9.54899,1.18984,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Nsia Banque,9.54899,1.18945,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Orabank,9.55055,1.18908,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Poste Cofac,9.54831,1.195,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Bia Togo,9.54737,1.19257,distributeur
Kara,Kozah,Kozah 1,Commune De Kara,Corisbank,9.54878,1.19636,distributeur
Savanes,Tône,Tône 1,Dapaong,Btci De Dapaong,10.85013,0.20243,distributeur
Savanes,Tône,Tône 1,Dapaong,Utb De Dapaong,10.86076,0.20547,distributeur
Savanes,Tône,Tône 1,Dapaong,Bsic-togo De Dapaong,10.87641,0.20022,distributeur
Savanes,Tône,Tône 1,Dapaong,Sunu Bank De Dapaong,10.88365,0.19976,distributeur
Savanes,Tône,Tône 1,Dapaong,Banque Atlantique De Dapaong,10.86551,0.20305,distributeur
Savanes,Tône,Tône 1,Dapaong,Orabank De Dapaong,10.8769,0.20057,distributeur
Savanes,Tône,Tône 1,Dapaong,Ecobank De Dapaong,10.86957,0.20214,distributeur
Savanes,Tône,Tône 1,Dapaong,Bia Togo De Dapaong,10.87214,0.20174,distributeur
Savanes,Tône,Tône 1,Dapaong,Poste De Dapaong,10.86294,0.2034,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Orabank,11.09737,0.02154,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BSIC,11.10712,0.01386,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Banque Atlantique,11.10258,0.01651,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Nsp,11.09628,0.026,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Corisbank,11.09703,0.02268,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,NSIA,11.10073,0.01751,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,UTB,11.10264,0.01602,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,Ecobank,11.10228,0.01627,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,BTCI,11.11046,0.01243,distributeur
Savanes,Cinkassé,Cinkassé 1,Cinkassé,SUNU,11.09718,0.02087,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Utb Hedzranawoe,6.18264,1.2405,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Utb Novissi Jean Paul 2,6.17443,1.23456,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsia Banque,6.18045,1.24,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,6.1707,1.25309,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Ecobank Hedzranawoe,6.18265,1.24054,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,6.16173,1.23435,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,6.17955,1.24065,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Bia Togo,6.18095,1.2399,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Atlantique Banque,6.17901,1.24008,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,6.15363,1.2329,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Bank Of Africa,6.17661,1.24078,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,6.20469,1.24226,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,6.17073,1.25302,distributeur
Maritime,Golfe,Golfe 2,Bè-Centre,Orabank Aeroport International Gnassingbe Eyadema,6.17042,1.25359,distributeur
Plateaux,Haho,Haho 1,Notsé,Orabank Notse,6.94865,1.16763,distributeur
Plateaux,Haho,Haho 1,Notsé,Utb Notse,6.94395,1.1735,distributeur
Centrale,Sotouboua,Sotouboua 2,Adjengré,Societe Des Postes Du Togo De Adjengre,8.65937,1.01907,distributeur
